time,latitude,longitude,temperature,gas1,gas2,voc,humidity,light,sound
45,42.345232,-71.0818602,46.6682565,0.768376325,0.439967599,0.368124553,0.427729774,0.174363761,0.686181441
46,42.3458475,-71.0811135,57.21213623,0.569793101,0.893243177,0.309016994,0.941430924,0.349098624,0.333598195
47,42.346463,-71.0803668,8.682322091,0.216019317,0.767813168,0.248689887,0.006174182,0.96926624,0.910728636
48,42.3470785,-71.0796201,88.96291443,0.951467434,0.382186914,0.187381315,0.473297592,0.727519199,0.359141563
49,42.347694,-71.0788734,49.32886595,0.622018178,0.054181637,0.125333234,0.404170051,0.892051756,0.572020476
50,42.3483095,-71.0781267,77.76791411,0.585006187,0.759443288,0.06279052,0.930296477,0.511427081,0.360533971
51,42.348925,-71.07738,77.16529169,0.303659493,0.633129751,1.22515E-16,0.752477519,0.145374948,0.366810322
52,42.3495405,-71.0766333,95.7678395,0.914190399,0.112627359,-0.06279052,0.825762837,0.278660595,0.826314783
53,42.350156,-71.0758866,43.51733132,0.65880235,0.582731334,-0.125333234,0.108129051,0.236958011,0.360862894
54,42.3507715,-71.0751399,17.82498339,0.058215609,0.503243821,-0.187381315,0.296141406,0.837857427,0.051621835
55,42.351387,-71.0743932,94.84483903,0.657721423,0.322699634,-0.248689887,0.602902908,0.544390055,0.632774139
56,42.3520025,-71.0736465,94.38853784,0.405629774,0.614714024,-0.309016994,0.046888685,0.361963792,0.080375285
57,42.352618,-71.0728998,2.968758274,0.582290835,0.098392968,-0.368124553,0.57389298,0.654086836,0.141120724
58,42.3532335,-71.0721531,73.11622097,0.701681352,0.031582469,-0.425779292,0.611042773,0.476456081,0.27714973
59,42.353849,-71.0714064,49.84536265,0.113943608,0.844255456,-0.481753674,0.981084639,0.825727129,0.730980796
60,42.3544645,-71.0706597,31.99901227,0.386473224,0.280037924,-0.535826795,0.851526302,0.124591658,0.505962502
61,42.35508,-71.069913,96.7595349,0.041459278,0.619293834,-0.587785252,0.830979032,0.819719676,0.137071704
62,42.3556955,-71.0691663,87.0085095,0.59921333,0.862946757,-0.63742399,0.921368142,0.688347474,0.935044685
63,42.356311,-71.0684196,55.16520877,0.486475929,0.146144833,-0.684547106,0.694466549,0.662844331,0.793819317
64,42.3569265,-71.0676729,47.53313246,0.837359784,0.734840207,-0.728968627,0.656145704,0.347483316,0.939932969
65,42.357542,-71.0669262,27.70980918,0.893732559,0.013951504,-0.770513243,0.356528662,0.014181791,0.002369296
66,42.3581575,-71.0661795,2.301850255,0.615189461,0.423611259,-0.809016994,0.686214311,0.04511281,0.196453467
67,42.358773,-71.0654328,55.65383009,0.442309431,0.728034218,-0.844327926,0.338382676,0.471074429,0.002452006
68,42.3593885,-71.0646861,56.53823165,0.912599936,0.393493862,-0.87630668,0.016891163,0.000601968,0.553321591
69,42.360004,-71.0639394,75.91171785,0.394698595,0.616656309,-0.904827052,0.555606469,0.922624641,0.545724987
70,42.3606195,-71.0631927,87.1026294,0.684592601,0.212506476,-0.929776486,0.547462836,0.652740096,0.54556923
71,42.361235,-71.062446,85.6676148,0.194508726,0.847881293,-0.951056516,0.079442783,0.080548661,0.136341342
72,42.36128577,-71.06338727,68.08471638,0.090463806,0.411305502,-0.968583161,0.372169506,0.255068637,0.192632562
73,42.36133653,-71.06432853,97.85805979,0.743492765,0.085579273,-0.982287251,0.644209308,0.546237992,0.158308556
74,42.3613873,-71.0652698,79.61705307,0.333074047,0.241608198,-0.992114701,0.835769954,0.561759667,0.509679121
75,42.36143807,-71.06621107,24.40100905,0.927190152,0.418819489,-0.998026728,0.162270114,0.800170043,0.313178706
76,42.36148883,-71.06715233,3.227090195,0.355918646,0.690422338,-1,0.92574001,0.828539025,0.509526307
77,42.3615396,-71.0680936,46.90410444,0.279652368,0.731916558,-0.998026728,0.811812974,0.824786967,0.831729348
78,42.36159037,-71.06903487,35.78663922,0.120878298,0.163370118,-0.992114701,0.745974706,0.666402318,0.70377017
79,42.36164113,-71.06997613,87.27718611,0.755344511,0.206435817,-0.982287251,0.420745305,0.931947627,0.975939182
80,42.3616919,-71.0709174,64.8107381,0.966305806,0.886093639,-0.968583161,0.937401347,0.09123955,0.388033039
81,42.36174267,-71.07185867,35.01914485,0.509687599,0.960588266,-0.951056516,0.551989617,0.39950618,0.402820841
82,42.36179343,-71.07279993,30.63136079,0.051836158,0.482922291,-0.929776486,0.444303157,0.657620707,0.81213935
83,42.3618442,-71.0737412,76.87300134,0.840489661,0.623695743,-0.904827052,0.336478241,0.514285362,0.597208211
84,42.36189497,-71.07468247,39.95187835,0.644846466,0.613374822,-0.87630668,0.497672589,0.951122836,0.932497188
85,42.36194573,-71.07562373,40.3816741,0.49396026,0.539706153,-0.844327926,0.46071693,0.989107861,0.096046353
86,42.3619965,-71.076565,27.62836806,0.209254127,0.219150201,-0.809016994,0.268764556,0.738255886,0.671471542
87,42.36204727,-71.07750627,28.69140951,0.774875746,0.037538895,-0.770513243,0.385042209,0.384143023,0.688932191
88,42.36209803,-71.07844753,51.48710872,0.158560515,0.366657082,-0.728968627,0.5836477,0.401718075,0.333673719
89,42.3621488,-71.0793888,72.50259526,0.554625264,0.714984711,-0.684547106,0.049227257,0.722435565,0.200694733
90,42.36219957,-71.08033007,93.41082622,0.666251268,0.9352256,-0.63742399,0.646927013,0.468233134,0.563015632
91,42.36225033,-71.08127133,56.60273816,0.855217317,0.480019188,-0.587785252,0.42425412,0.511951514,0.734746373
92,42.3623011,-71.0822126,62.44818331,0.811953742,0.372633218,-0.535826795,0.822668741,0.763140414,0.328450163
93,42.36235187,-71.08315387,55.94037757,0.843929145,0.91678045,-0.481753674,0.41389513,0.509123173,0.959888767
94,42.36240263,-71.08409513,9.131587402,0.729142849,0.342475227,-0.425779292,0.928714222,0.384812919,0.46909598
95,42.3624534,-71.0850364,41.17218646,0.75995164,0.76883846,-0.368124553,0.984275,0.630656936,0.827259285
96,42.36250417,-71.08597767,90.89426666,0.318012878,0.659372064,-0.309016994,0.70280871,0.866495992,0.007975589
97,42.36255493,-71.08691893,71.83912892,0.949032218,0.121642426,-0.248689887,0.142888387,0.172725217,0.853604343
98,42.3626057,-71.0878602,34.32511838,0.962547276,0.49343816,-0.187381315,0.607520364,0.650081209,0.437108064
99,42.36265647,-71.08880147,2.847401469,0.83261946,0.021256464,-0.125333234,0.28365674,0.602418708,0.786547949
100,42.36270723,-71.08974273,40.70770086,0.975885061,0.151804528,-0.06279052,0.775645044,0.186844603,0.090441302
