time,latitude,longitude,temperature,gas1,gas2,voc,humidity,light,sound
37,0.377740689,0.798814401,70.78514559,0.717915764,0.85551733,0.461322375,0.070071923,0.160525361,0.939361774
38,0.175853546,0.093082935,64.42779635,0.203268071,0.022773871,0.73052685,0.409644676,0.642958905,0.793072498
39,0.722848126,0.616956996,15.65286114,0.092838114,0.38124557,0.536839564,0.862984065,0.74621226,0.364398193
40,0.889170219,0.24754235,96.16191341,0.507967404,0.539379138,0.433590679,0.494591649,0.497122125,0.948464721
41,0.830422156,0.488681343,78.18224697,0.004914363,0.130141591,0.618863103,0.10608482,0.298096445,0.8999222
42,0.572143158,0.522402672,43.21282266,0.305725135,0.70671336,0.111729197,0.804375345,0.361817902,0.890242249
43,0.947662027,0.802490331,83.40648276,0.843577702,0.145361201,0.763542006,0.026070666,0.595274367,0.677782006
44,0.603252694,0.811566156,87.21912621,0.817382713,0.492264278,0.952019295,0.87934053,0.258163015,0.875059097
45,0.601093359,0.426398183,46.6682565,0.768376325,0.439967599,0.012665763,0.427729774,0.174363761,0.686181441
46,0.836907135,0.828779784,57.21213623,0.569793101,0.893243177,0.785732459,0.941430924,0.349098624,0.333598195
47,0.312333457,0.775285097,8.682322091,0.216019317,0.767813168,0.11349375,0.006174182,0.96926624,0.910728636
48,0.379237397,0.559425201,88.96291443,0.951467434,0.382186914,0.530875661,0.473297592,0.727519199,0.359141563
49,0.550907261,0.541526637,49.32886595,0.622018178,0.054181637,0.063508687,0.404170051,0.892051756,0.572020476
50,0.240149877,0.897634218,77.76791411,0.585006187,0.759443288,0.691463855,0.930296477,0.511427081,0.360533971
51,0.672292485,0.06862875,77.16529169,0.303659493,0.633129751,0.673611325,0.752477519,0.145374948,0.366810322
52,0.486339441,0.465548598,95.7678395,0.914190399,0.112627359,0.913166174,0.825762837,0.278660595,0.826314783
53,0.807153246,0.552770332,43.51733132,0.65880235,0.582731334,0.486187445,0.108129051,0.236958011,0.360862894
54,0.688606957,0.91256888,17.82498339,0.058215609,0.503243821,0.737084957,0.296141406,0.837857427,0.051621835
55,0.758269657,0.935890211,94.84483903,0.657721423,0.322699634,0.180079524,0.602902908,0.544390055,0.632774139
56,0.97428907,0.672766833,94.38853784,0.405629774,0.614714024,0.741867366,0.046888685,0.361963792,0.080375285
57,0.09528767,0.292804168,2.968758274,0.582290835,0.098392968,0.449596963,0.57389298,0.654086836,0.141120724
58,0.962942196,0.6390947,73.11622097,0.701681352,0.031582469,0.489784947,0.611042773,0.476456081,0.27714973
59,0.462081814,0.307193668,49.84536265,0.113943608,0.844255456,0.012467417,0.981084639,0.825727129,0.730980796
60,0.837048583,0.252776893,31.99901227,0.386473224,0.280037924,0.25338947,0.851526302,0.124591658,0.505962502
61,0.556860336,0.261387793,96.7595349,0.041459278,0.619293834,0.421072588,0.830979032,0.819719676,0.137071704
62,0.469400897,0.958895607,87.0085095,0.59921333,0.862946757,0.478415123,0.921368142,0.688347474,0.935044685
63,0.657820332,0.075321069,55.16520877,0.486475929,0.146144833,0.548430659,0.694466549,0.662844331,0.793819317
64,0.581398704,0.422401095,47.53313246,0.837359784,0.734840207,0.064936771,0.656145704,0.347483316,0.939932969
65,0.07930554,0.979946377,27.70980918,0.893732559,0.013951504,0.67925302,0.356528662,0.014181791,0.002369296
66,0.006140758,0.952765213,2.301850255,0.615189461,0.423611259,0.519092764,0.686214311,0.04511281,0.196453467
67,0.339819769,0.644640299,55.65383009,0.442309431,0.728034218,0.924633049,0.338382676,0.471074429,0.002452006
68,0.389596731,0.629763386,56.53823165,0.912599936,0.393493862,0.080979289,0.016891163,0.000601968,0.553321591
69,0.658225243,0.471258793,75.91171785,0.394698595,0.616656309,0.626081568,0.555606469,0.922624641,0.545724987
70,0.05146304,0.595284762,87.1026294,0.684592601,0.212506476,0.032394286,0.547462836,0.652740096,0.54556923
71,0.416287108,0.642177253,85.6676148,0.194508726,0.847881293,0.851487613,0.079442783,0.080548661,0.136341342
72,0.015310228,0.800515809,68.08471638,0.090463806,0.411305502,0.917686906,0.372169506,0.255068637,0.192632562
73,0.434821551,0.47768978,97.85805979,0.743492765,0.085579273,0.413790947,0.644209308,0.546237992,0.158308556
74,0.800395136,0.080964296,79.61705307,0.333074047,0.241608198,0.081604679,0.835769954,0.561759667,0.509679121
75,0.414719566,0.990679526,24.40100905,0.927190152,0.418819489,0.798548261,0.162270114,0.800170043,0.313178706
76,0.243038214,0.518846661,3.227090195,0.355918646,0.690422338,0.920994144,0.92574001,0.828539025,0.509526307
77,0.946475094,0.15399345,46.90410444,0.279652368,0.731916558,0.885607614,0.811812974,0.824786967,0.831729348
78,0.594473585,0.794073089,35.78663922,0.120878298,0.163370118,0.992181273,0.745974706,0.666402318,0.70377017
79,0.315988612,0.170612447,87.27718611,0.755344511,0.206435817,0.354415005,0.420745305,0.931947627,0.975939182
80,0.854332025,0.923224605,64.8107381,0.966305806,0.886093639,0.588188518,0.937401347,0.09123955,0.388033039
81,0.876507107,0.427792512,35.01914485,0.509687599,0.960588266,0.607132171,0.551989617,0.39950618,0.402820841
82,0.341604875,0.508718266,30.63136079,0.051836158,0.482922291,0.620923825,0.444303157,0.657620707,0.81213935
83,0.00590982,0.572903642,76.87300134,0.840489661,0.623695743,0.225303791,0.336478241,0.514285362,0.597208211
84,0.975474671,0.191357433,39.95187835,0.644846466,0.613374822,0.567945664,0.497672589,0.951122836,0.932497188
85,0.56390499,0.194359048,40.3816741,0.49396026,0.539706153,0.891455793,0.46071693,0.989107861,0.096046353
86,0.963314088,0.655448514,27.62836806,0.209254127,0.219150201,0.75195776,0.268764556,0.738255886,0.671471542
87,0.330556243,0.337462569,28.69140951,0.774875746,0.037538895,0.746050316,0.385042209,0.384143023,0.688932191
88,0.237305091,0.31988643,51.48710872,0.158560515,0.366657082,0.703853021,0.5836477,0.401718075,0.333673719
89,0.294667368,0.435410142,72.50259526,0.554625264,0.714984711,0.70123685,0.049227257,0.722435565,0.200694733
90,0.873044083,0.713950846,93.41082622,0.666251268,0.9352256,0.931366326,0.646927013,0.468233134,0.563015632
91,0.999918604,0.735635451,56.60273816,0.855217317,0.480019188,0.866340089,0.42425412,0.511951514,0.734746373
92,0.762195995,0.62575759,62.44818331,0.811953742,0.372633218,0.772904622,0.822668741,0.763140414,0.328450163
93,0.575092116,0.286138447,55.94037757,0.843929145,0.91678045,0.152579159,0.41389513,0.509123173,0.959888767
94,0.475031912,0.164348839,9.131587402,0.729142849,0.342475227,0.21803767,0.928714222,0.384812919,0.46909598
95,0.541059565,0.54683577,41.17218646,0.75995164,0.76883846,0.069901374,0.984275,0.630656936,0.827259285
96,0.839489295,0.360694791,90.89426666,0.318012878,0.659372064,0.881809958,0.70280871,0.866495992,0.007975589
97,0.204928471,0.464422486,71.83912892,0.949032218,0.121642426,0.866737929,0.142888387,0.172725217,0.853604343
98,0.797519369,0.713826673,34.32511838,0.962547276,0.49343816,0.491195796,0.607520364,0.650081209,0.437108064
99,0.924749234,0.619169605,2.847401469,0.83261946,0.021256464,0.138278448,0.28365674,0.602418708,0.786547949
100,0.409515631,0.56836277,40.70770086,0.975885061,0.151804528,0.603761647,0.775645044,0.186844603,0.090441302
101,0.037829893,0.734738826,0.359833934,0.341085892,0.202305242,0.76959891,0.731029977,0.066047484,0.155291718
102,0.371064195,0.883266748,0.510378319,0.599640761,0.161409486,0.317922314,0.13242258,0.911889273,0.954716545
103,0.954428737,0.214821916,0.254016824,0.209108824,0.026240804,0.141069445,0.434693062,0.55265963,0.951999106
104,0.432392375,0.425456147,0.842813481,0.128965609,0.551080275,0.264946758,0.898844566,0.546069627,0.550065012
105,0.942432311,0.656289304,0.266859839,0.673840015,0.254150761,0.475252955,0.469549163,0.985595508,0.917661395
106,0.009819307,0.08383017,0.960004408,0.351179802,0.933329172,0.386036248,0.257551783,0.277621437,0.400795294
107,0.532392532,0.358138113,0.848605673,0.570193139,0.545606597,0.892752816,0.934486041,0.802833236,0.008398628
108,0.418497252,0.807345958,0.929372039,0.844475541,0.665969617,0.232584201,0.528543905,0.162837837,0.740957655
109,0.749942038,0.598965581,0.13682053,0.116909844,0.369161185,0.588503382,0.560831,0.891194352,0.861644867
110,0.152111928,0.376333145,0.371267303,0.567267579,0.302205715,0.916425399,0.926613934,0.202872794,0.909613392
111,0.448831572,0.970592462,0.185218356,0.865120097,0.232365488,0.634973032,0.650142753,0.766578582,0.792073231
112,0.367781777,0.375416142,0.71243176,0.60621922,0.022841812,0.159132548,0.292475178,0.96965051,0.331575764
113,0.486053164,0.861181749,0.881119544,0.728100293,0.802285908,0.517432407,0.404523386,0.098630919,0.403516348
114,0.531581001,0.15940899,0.50464152,0.133058951,0.232597757,0.202850623,0.260661528,0.359098556,0.716603687
115,0.709529522,0.781844813,0.742220489,0.229930297,0.305913266,0.775971355,0.948910748,0.844222301,0.015811688
116,0.176149191,0.642751279,0.142741843,0.550994528,0.166996929,0.37696897,0.497142836,0.686983684,0.059784166
117,0.685946456,0.409183006,0.176917005,0.333257306,0.425709654,0.441832761,0.217322686,0.065515286,0.558236885
118,0.577399099,0.877650893,0.540756593,0.495165082,0.379362428,0.297832403,0.420329562,0.508562418,0.775645097
119,0.623479369,0.712400779,0.421794011,0.444870138,0.89022051,0.222441578,0.230009258,0.555965424,0.066234035
120,0.284947574,0.061199381,0.475545932,0.956447309,0.039517221,0.389764121,0.768610974,0.354878314,0.737733144
121,0.389176653,0.476407227,0.094442452,0.823700568,0.36756404,0.656142618,0.060551371,0.991757573,0.990018212
122,0.836760612,0.668514474,0.496889887,0.147919957,0.901650734,0.520008874,0.388297564,0.174335987,0.996987218
123,0.911529761,0.967029954,0.042743018,0.613935796,0.848053021,0.264679711,0.533702331,0.397475357,0.714181709
124,0.08901884,0.724281382,0.971728586,0.185836823,0.635985925,0.466874496,0.760715784,0.103208988,0.297868411
125,0.275634713,0.679510055,0.162449404,0.528161531,0.1576769,0.210556319,0.919554337,0.62318597,0.590007189
126,0.123175901,0.401105547,0.939342431,0.459933163,0.540575822,0.552550984,0.7849213,0.71082572,0.102011086
127,0.254470221,0.71426579,0.853656599,0.106770274,0.697904896,0.531786211,0.821564463,0.287010762,0.423341029
128,0.749128871,0.167357921,0.08790773,0.717337019,0.820955213,0.144618757,0.004386892,0.302689762,0.731433846
129,0.961989215,0.156929621,0.198757974,0.035736682,0.542598778,0.545275024,0.310371946,0.18943264,0.667704938
130,0.55966219,0.180622621,0.43791163,0.204022021,0.927717923,0.851414954,0.859981983,0.27183888,0.979985225
131,0.489777131,0.533821674,0.941954855,0.291168761,0.865516832,0.928823378,0.322760881,0.300605975,0.242904181
132,0.587424771,0.590990018,0.985276898,0.568643334,0.49674867,0.765142747,0.899170788,0.795543839,0.009993956
133,0.801322178,0.272795499,0.42768672,0.897263242,0.030182777,0.549266755,0.983262491,0.608946337,0.956534756
134,0.815665413,0.139540478,0.668873945,0.544131129,0.947866185,0.42807936,0.395691081,0.624707693,0.485146268
135,0.794090141,0.547948757,0.295054707,0.663505989,0.690711752,0.229684081,0.389441501,0.789062669,0.722019763
136,0.724492911,0.417536432,0.510985445,0.087053172,0.762634427,0.642613014,0.690942132,0.977305832,0.626982153
137,0.685537899,0.622460558,0.847682481,0.104978854,0.150615937,0.278699137,0.168223821,0.116523275,0.294885594
138,0.006671616,0.143904891,0.777281727,0.938900105,0.27060891,0.75159801,0.496221319,0.273890821,0.719250847
139,0.080456202,0.717995481,0.531425861,0.588023043,0.986990256,0.956309484,0.417280819,0.356647037,0.289150361
140,0.052933496,0.6957198,0.059727783,0.404234184,0.33800412,0.160699204,0.291810908,0.546169145,0.69006893
141,0.107137281,0.472198939,0.159225373,0.357461979,0.415517696,0.626522086,0.244915029,0.420074984,0.350957369
142,0.999000787,0.919292206,0.983708027,0.201472316,0.652361349,0.664060188,0.893836276,0.340886889,0.218967788
143,0.069317722,0.818006645,0.517649951,0.181978716,0.824214965,0.707046196,0.220214381,0.60896739,0.158548794
144,0.884298593,0.072729619,0.835033286,0.689317684,0.377977049,0.394130625,0.1278905,0.699530684,0.202066761
145,0.462101609,0.297278456,0.568036653,0.333206787,0.781937719,0.120758577,0.411016946,0.68273087,0.177926586
146,0.252056997,0.255591916,0.32847535,0.186063987,0.342059813,0.923298371,0.261001598,0.243218257,0.515029943
147,0.411479167,0.822947893,0.17596584,0.006489539,0.737108185,0.814828894,0.536124411,0.004041308,0.916382273
148,0.208874026,0.930252578,0.579351661,0.455596156,0.556622086,0.88403521,0.518850761,0.187246635,0.77324466
149,0.757767642,0.474148871,0.272476135,0.071467268,0.688911909,0.922441609,0.481299474,0.71935014,0.860075986
150,0.672282435,0.676502687,0.738259334,0.781649088,0.336504799,0.62581547,0.67797762,0.084374431,0.360164333
151,0.991974368,0.462897622,0.950293863,0.825997628,0.045781463,0.740453001,0.885319918,0.989857951,0.254607052
152,0.779042914,0.719287853,0.605681488,0.150377805,0.168920346,0.55254147,0.347788273,0.158879738,0.61784048
153,0.968675961,0.483823304,0.667732411,0.339791588,0.507812771,0.2847601,0.706963827,0.968148848,0.805929913
154,0.868262979,0.858530553,0.875743334,0.698750428,0.188517639,0.617109014,0.937209415,0.437555893,0.894453638
155,0.688602522,0.080040524,0.674305373,0.522251299,0.798154243,0.666968793,0.402034265,0.680651156,0.835361411
156,0.602634638,0.111933902,0.562795048,0.80728761,0.425291808,0.566478226,0.722870346,0.8787144,0.981342172
157,0.836054919,0.971652015,0.530040512,0.638676111,0.352401871,0.548965953,0.024086387,0.658485787,0.638927949
158,0.925840731,0.335846579,0.570566346,0.944981348,0.442685438,0.27113586,0.608855984,0.162236735,0.151816018
159,0.952197777,0.613253529,0.579449543,0.610613156,0.133761586,0.327497617,0.333176587,0.971722524,0.720914204
160,0.620739839,0.187500162,0.554854174,0.222745891,0.222681445,0.028902764,0.092865884,0.794669288,0.636111095
161,0.608225237,0.09164602,0.488624467,0.638437937,0.724085829,0.99309122,0.514908538,0.413919486,0.787896652
162,0.624288167,0.366705238,0.630899374,0.588159978,0.262224352,0.750557793,0.121207303,0.542837299,0.499583899
163,0.764288866,0.164701207,0.88202283,0.417561963,0.470423902,0.075613871,0.592431284,0.985885172,0.279031907
164,0.766409883,0.723040707,0.198557352,0.535832456,0.139587863,0.850893118,0.252771476,0.173566562,0.562715811
165,0.889885548,0.296466957,0.387984339,0.13810103,0.428516338,0.341092354,0.970634002,0.890164745,0.001659833
166,0.313852409,0.900318988,0.339349872,0.105817541,0.783103421,0.542127346,0.94046661,0.790785986,0.330462088
167,0.876914445,0.776704081,0.354499727,0.133935974,0.401872331,0.127333716,0.886538208,0.088666614,0.410946531
168,0.87348518,0.524831113,0.023111734,0.30301079,0.561041729,0.057972722,0.569017546,0.562665132,0.13182196
169,0.230009482,0.639570373,0.223289144,0.481231226,0.294534303,0.639551184,0.623875408,0.255544986,0.042166433
170,0.909005075,0.720058693,0.753556052,0.548112919,0.297307052,0.020173405,0.550659821,0.024603108,0.245951806
171,0.826829916,0.430544024,0.245847626,0.046597267,0.962801122,0.540953125,0.320763185,0.109792895,0.968968859
172,0.725798136,0.313789949,0.133396407,0.088529756,0.053084865,0.167420298,0.394167802,0.122848683,0.269944248
173,0.333713861,0.748059075,0.8758047,0.739112589,0.574987164,0.065188098,0.149371237,0.340389845,0.197811255
174,0.686247222,0.224773386,0.586156363,0.524178237,0.305262807,0.587829299,0.516866605,0.306979794,0.373567198
175,0.308572654,0.588219089,0.878410375,0.197243037,0.42227606,0.126478766,0.06675056,0.623507038,0.002570367
176,0.316047995,0.901099244,0.578205204,0.42282364,0.242595778,0.716024023,0.354218863,0.982679663,0.48897271
177,0.511398721,0.543869169,0.071189239,0.506724088,0.557514014,0.873952679,0.274786378,0.419917154,0.307526973
178,0.567015339,0.457381981,0.269535753,0.768836832,0.849664182,0.525746655,0.585855155,0.704901834,0.169433545
179,0.972996573,0.253896282,0.688615831,0.345390573,0.89483859,0.461391677,0.934211694,0.912200168,0.837763569
180,0.58317971,0.817245545,0.823791054,0.258903601,0.800754445,0.387397493,0.571326836,0.92804815,0.18855987
181,0.636863291,0.165907196,0.631744051,0.432282254,0.057398845,0.070958796,0.324545278,0.095654987,0.994439731
182,0.441785094,0.969092076,0.031387786,0.449472633,0.20184914,0.05267504,0.903760209,0.727762417,0.451376858
183,0.566478734,0.535243376,0.920931448,0.922470709,0.47577453,0.731375486,0.165141071,0.181206689,0.117742537
184,0.166134284,0.29492785,0.438481972,0.531530509,0.30446587,0.138552855,0.053706693,0.932212301,0.96083982
185,0.352687021,0.208257955,0.266770714,0.2683337,0.575214439,0.828691256,0.161672837,0.189435441,0.72771292
186,0.688775168,0.648268099,0.936493594,0.215591482,0.694382696,0.845181298,0.362622768,0.889851961,0.344638357
187,0.574581422,0.465786878,0.930010983,0.175133168,0.288724064,0.293654704,0.625800392,0.82740669,0.255893597
188,0.061438062,0.15449925,0.057034453,0.088796219,0.061215586,0.346815452,0.761655227,0.97916175,0.338987279
189,0.309136853,0.005143045,0.135848546,0.644869208,0.156229975,0.585689908,0.255707246,0.976021926,0.390802118
190,0.640324133,0.383292584,0.934350428,0.43868616,0.939393109,0.795849921,0.610372285,0.883945469,0.857180871
191,0.700017007,0.401603432,0.023808857,0.732339836,0.375757321,0.83536273,0.481777061,0.75492357,0.961686874
192,0.133401486,0.627454406,0.798920636,0.457772759,0.509327543,0.358684792,0.585376313,0.575801165,0.229840245
193,0.243262859,0.28910983,0.310422217,0.560857876,0.739056764,0.466131229,0.213392875,0.59193462,0.290418573
194,0.223268334,0.176322656,0.458267571,0.126942111,0.917502572,0.170580277,0.859643627,0.212942814,0.806538531
195,0.598204297,0.45727063,0.032439254,0.153452548,0.358916966,0.107947338,0.892201826,0.036815977,0.314313292
196,0.067530448,0.245050192,0.398032804,0.110440882,0.134099477,0.581504403,0.61703319,0.45460593,0.631255056
197,0.817992101,0.404157757,0.738398046,0.233716142,0.418091712,0.050674044,0.820821313,0.491046768,0.977238351
198,0.148305915,0.930586834,0.33998402,0.155035837,0.539076446,0.3598907,0.443615241,0.07501317,0.572338611
199,0.346414035,0.423235717,0.153279874,0.057182808,0.488982157,0.144904926,0.519284441,0.823930299,0.697842628
200,0.835343772,0.099017216,0.567916135,0.963444483,0.925304945,0.391914424,0.940185222,0.661725768,0.397663601
201,0.715965955,0.449099764,0.373073633,0.652584925,0.099969637,0.502222296,0.701354952,0.962210668,0.866128092
202,0.661829114,0.755868613,0.163881736,0.704581592,0.753802492,0.877472543,0.014606804,0.779155176,0.315649804
203,0.909883002,0.337266998,0.330202391,0.635970835,0.970750845,0.035243604,0.089799533,0.999942936,0.779528927
204,0.277569731,0.259018993,0.992293195,0.991842157,0.745626773,0.758083749,0.333954857,0.2153968,0.856419239
205,0.203971388,0.114932159,0.499987675,0.878316094,0.446601096,0.926694119,0.241396139,0.359959147,0.411487931
206,0.838498648,0.2695854,0.604363898,0.662942707,0.662026088,0.693212069,0.596741302,0.481080219,0.55793014
207,0.024466284,0.962866044,0.079674124,0.558846055,0.22038443,0.274896819,0.51414191,0.32469318,0.628085045
208,0.421167602,0.228703745,0.686089914,0.194974285,0.033903674,0.875580001,0.07078823,0.603034708,0.707164507
209,0.664285447,0.358821583,0.943164224,0.465286413,0.206990253,0.724926669,0.681251361,0.107974801,0.332195326
210,0.12861465,0.169162323,0.771335912,0.570033308,0.952592149,0.877954997,0.267631637,0.130821585,0.911860299
211,0.612399993,0.728400244,0.855842827,0.576546497,0.777047238,0.543495092,0.165458552,0.763556583,0.34002048
212,0.431772495,0.084750081,0.714921163,0.573887208,0.119607702,0.031363242,0.783577324,0.173304111,0.700630767
213,0.78203378,0.219426815,0.804705328,0.799728171,0.880919751,0.558556488,0.200811252,0.469013274,0.171417374
214,0.136130489,0.968165774,0.25909934,0.304922546,0.344547564,0.693666668,0.392271209,0.537381847,0.07837626
215,0.600487192,0.648897894,0.775616442,0.861400918,0.819069006,0.738015756,0.062205392,0.02090755,0.945864981
216,0.459040398,0.153632481,0.063073686,0.352702332,0.378801133,0.603205673,0.408680694,0.529572054,0.146346154
217,0.328831689,0.251341484,0.314590084,0.849682759,0.645251119,0.171632461,0.345658619,0.764165022,0.247444035
218,0.610461438,0.619531343,0.726765493,0.117526189,0.94868313,0.012111442,0.295902578,0.267810825,0.676998672
219,0.226914547,0.141879445,0.911752915,0.182924301,0.93414632,0.635023759,0.618324143,0.177954675,0.295507533
220,0.034978806,0.82346491,0.810832403,0.304657774,0.062803266,0.939469206,0.050649318,0.811940715,0.799809894
221,0.553284263,0.433029971,0.366540993,0.703148944,0.530053159,0.66009505,0.792861517,0.570602456,0.236226234
222,0.110563511,0.497316655,0.342249315,0.093621102,0.150742456,0.717236354,0.086719606,0.094227371,0.733541702
223,0.802950021,0.73054046,0.915121525,0.239020157,0.484297586,0.104856479,0.864065191,0.483918363,0.165350569
224,0.281786359,0.441712794,0.629092102,0.34022449,0.686853869,0.677176578,0.039761022,0.537280134,0.545442942
225,0.533231903,0.460595696,0.404721376,0.151064658,0.21371939,0.040512047,0.916615426,0.483760993,0.603635776
226,0.195675774,0.476238933,0.909711742,0.931231767,0.250791638,0.131122354,0.145280722,0.142291603,0.479573885
227,0.421958883,0.486266748,0.704745352,0.143490541,0.297353755,0.104785096,0.744328583,0.245898083,0.879376965
228,0.93956411,0.734685047,0.276595797,0.573377079,0.880473565,0.018498691,0.66051954,0.869462448,0.541339349
229,0.629372436,0.487048509,0.434528458,0.070120453,0.670368142,0.996105283,0.830165305,0.549665042,0.439420661
230,0.634201027,0.681490432,0.273839773,0.022597351,0.331876309,0.932056515,0.794656143,0.365311159,0.849964469
231,0.761942753,0.445775353,0.575770241,0.143621552,0.860362108,0.883391388,0.322526652,0.557087156,0.897339395
232,0.35716305,0.365290504,0.426485834,0.691433777,0.643748634,0.974961895,0.757704655,0.977421035,0.231351879
233,0.097342948,0.583895989,0.648777278,0.558420092,0.300945153,0.901823569,0.852151356,0.544806536,0.377615804
234,0.504574896,0.958156512,0.133859596,0.359457467,0.513317918,0.012544907,0.920298499,0.630863567,0.647952812
235,0.60344554,0.159573758,0.105410315,0.589324603,0.550079567,0.411938976,0.794601876,0.397367543,0.069853828
236,0.191337571,0.992057406,0.458908758,0.752838279,0.364768993,0.213400057,0.260896142,0.996175864,0.110340759
237,0.460908779,0.995371556,0.115462273,0.138295538,0.079466593,0.251280685,0.950085407,0.840146974,0.548333521
238,0.499321359,0.279467243,0.331140064,0.85053634,0.383476724,0.67111399,0.552285367,0.599979536,0.096997991
239,0.452725906,0.541526287,0.432290793,0.926491998,0.423117646,0.81380178,0.535487144,0.883551396,0.958291354
240,0.738795025,0.776096193,0.979779354,0.867618959,0.258076783,0.262224571,0.101666342,0.141071623,0.001589516
241,0.915898832,0.94584164,0.012733348,0.267575348,0.891150105,0.681411808,0.536009411,0.775218748,0.368332626
242,0.163317845,0.238502073,0.010158784,0.738217427,0.897627266,0.679596616,0.361555673,0.346473326,0.28486661
243,0.241461174,0.192435611,0.13697641,0.770663383,0.25885164,0.560078138,0.691397763,0.457803962,0.496785173
244,0.002276777,0.729572052,0.223379482,0.974703446,0.550174848,0.487585226,0.665163615,0.71946175,0.581731531
245,0.289090875,0.597130669,0.144314427,0.227117525,0.952213686,0.847492,0.554471157,0.410967248,0.490793816
246,0.654461808,0.58841444,0.478678073,0.055721173,0.384475433,0.707761564,0.349520428,0.893368605,0.881033234
247,0.1321548,0.881105578,0.031687543,0.536318788,0.862016223,0.1459475,0.181430382,0.001789336,0.167703443
248,0.377449814,0.014865721,0.972833905,0.106663336,0.772987253,0.412044711,0.11243441,0.480008043,0.492284791
